a1	【A1】adj.第一等的;最佳的;头等的
intimidation	【intimidation】n.威胁;恫吓
into	【into】pre.进入
intolerable	【intolerable】adj.无法忍受的
intolerance	【intolerance】n.偏狭;难受
intolerant	【intolerant】adj.无法忍受的
intonation	【intonation】n.语调
intone	【intone】v.吟诵;唱
intoxicant	【intoxicant】n.麻醉剂;酒;adj.醉人的
intoxicate	【intoxicate】vt.使醉;使陶醉
intractable	【intractable】adj.倔强的;难处理的
intramural	【intramural】adj.城墙内的;市内的;大学内的
intransigent	【intransigent】adj.不妥协的
intransitive	【intransitive】adj.[文]自动的;不及物的
intrench	【intrench】=entrench
intrepid	【intrepid】adj.勇猛的
intrepidity	【intrepidity】n.勇猛;无畏
intricacy	【intricacy】n.纷乱;错综
intricate	【intricate】adj.缠结的;错综的;难理解的
intrigue	【intrigue】n.阴谋;私通;[剧]纠葛;伏线;v.计划阴谋;密谋;引起...的兴趣
intrinsic	【intrinsic】(=-al)adj.内在的;实在的
introduce	【introduce】vt.引导;介绍;提议;推广
introduction	【introduction】n.引导;介绍;推广;绪言
introductory	【introductory】adj.介绍的;导言的
introspection	【introspection】n.反省
introspective	【introspective】adj.反省
introvert	【introvert】n.内向性格省;vt.使内省
intrude	【intrude】v.硬挤进;闯进
intruder	【intruder】n.侵入者
intrusion	【intrusion】n.闯入;侵入
intrusive	【intrusive】adj.闯进的;侵入的
intrust	【intrust】=entrust
intuition	【intuition】n.直觉
intuitive	【intuitive】adj.直觉的
inundate	【inundate】vt.淹没;充满
inundation	【inundation】n.洪水;充满
inurbane	【inurbane】adj.粗野的
inure	【inure】vt.习惯
inurn	【inurn】vt.(把火葬屍灰)装入缸内;埋葬
inutility	【inutility】n.无益;无用
invade	【invade】vt.侵略
invader	【invader】n.侵略者
invalid	【invalid】n.病人;伤病兵;adj.无效的;伤残的;病人用的;v.(因残病而)退役
invalidate	【invalidate】vt.使无效
invalidation	【invalidation】n.无效
invaluable	【invaluable】adj.无价的
invariable	【invariable】n.常数;adj.不变的
invariably	【invariably】adv.不变化地
invasion	【invasion】n.侵略;侵害
invective	【invective】n.adj.谩骂(的)
inveigh	【inveigh】vi.痛骂
inveigle	【inveigle】vt.诱感;诱骗
invent	【invent】vt.发明;创造;虚构
invention	【invention】n.发明;创造;虚构
inventive	【inventive】adj.发明的;有创作力的
inventor	【inventor】n.发明家;创造者
inventory	【inventory】n.清单;存货;[美]盘存;vt.盘存;清点
inverse	【inverse】n.反;相反物;[数]反数;adj.翻转的;倒转的
inversion	【inversion】n.倒转;反转;颠倒
invert	【invert】vt.颠倒过来;[化]转化
invertebrate	【invertebrate】n.无脊椎动物;没骨气的人;adj.无脊椎的;无骨气的
inverter	【inverter】n.[电]变流器
invest	【invest】vt.投资;(使)穿;包围;授与;(俗)买
investigate	【investigate】vt.研究;调查;审查
investigation	【investigation】n.研究;调查
investigator	【investigator】n.研究者;调查者
investiture	【investiture】n.授职式;授爵式
investment	【investment】n.投资;授与;包围;覆盖
investor	【investor】n.投资者;授权者;包围者
inveterate	【inveterate】adj.根深蒂固的;已成积习的
invidious	【invidious】adj.惹人恨的
invigorate	【invigorate】vt.使强壮;鼓舞
invigorator	【invigorator】n.补药
invincible	【invincible】adj.无敌的
inviolable	【inviolable】adj.神圣的;不可侵犯的;不可违背的
invisible	【invisible】adj.看不见的;无形的
invitation	【invitation】n.招待;邀请;招待券;请帖
invite	【invite】vt.邀请;招待
inviting	【inviting】adj.诱人的;动人的
invocation	【invocation】n.祈祷
invoice	【invoice】n.发票;v.开票
invoice/book	【invoice&nbspbook】n.进货簿
invoke	【invoke】vt.(向神)祈求;控诉;用符咒召唤
involuntary	【involuntary】adj.无意的;不自觉的
involve	【involve】vt.包;连累;卷入
involvement	【involvement】n.牵连
invulnerable	【invulnerable】adj.不能伤害的;牢不可能的
inward	【inward】adj.内的;心灵上的;输入的
inwardly	【inwardly】adv.在内;暗自;小声
inwardness	【inwardness】n.实相;本质;心性
inwards	【inwards】adv.向内地
inwrought	【inwrought】adj.织入的;嵌入的
iodine	【iodine】n.[化]碘
ion	【ion】n.[电]电离子
ionium	【ionium】n.[化]鑀(放射能元素之一)
ionization	【ionization】n.电离
ionosphere	【ionosphere】n.电离层
iota	【iota】n.微小;一点
iou	【IOU】[略]=I&nbspowe&nbspyou
ipso/facto	【ipso&nbspfacto】adv.[拉]照那个事实
iq	【IQ】[略]=intelligence&nbspquotient
iraki	【Iraki】=Iraqi
iranian	【Iranian】n.adj.伊朗(人，的)
iraqi	【Iraqi】n.adj.伊拉克(人，的)
irascible	【irascible】adj.脾气大的
irate	【irate】adj.发怒的
iridescent	【iridescent】adj.红色的
iridium	【iridium】n.[化]铱
iris	【iris】n.(眼球的)彩虹;[植]鸢尾属;虹膜
irish	【irish】n.adj.爱尔兰人(的)
irk	【irk】vt.使苦恼;使厌倦
irksome	【irksome】adj.讨厌的
iron	【iron】n.铁;铁器;熨斗;手铐;adj.铁的;铁制的;铁似的;坚强的;vt.上手拷;上脚镣;熨;装甲
ironclad	【ironclad】n.装甲军舰;adj.装甲的
iron/foundry	【iron&nbspfoundry】n.翻砂厂
ironhanded	【ironhanded】adj.铁腕的;严厉的
iron/hearted	【iron&nbsphearted】adj.无情的;铁石心肠的
ironic	【ironic】(=-al)adj.讽刺的
iron/ore	【iron&nbspore】n.铁矿
iron/sides	【iron&nbspsides】n.pl.勇敢果断的人
iron/smith	【iron&nbspsmith】n.铁匠
ironwork	【ironwork】n.铁制件
ironworks	【ironworks】n.铁厂
irony	【irony】n.反语;讽刺;adj.铁的
irradiance	【irradiance】n.光辉;灿烂
irradiancy	【irradiancy】=irradiance
irradiant	【irradiant】adj.光辉的;灿烂的
irradiate	【irradiate】v.照耀启发;发光;用X光线医治
irradiation	【irradiation】n.光线;热线放射
irrational	【irrational】adj.没理性的;[数]无理的
irreclaimable	【irreclaimable】adj.不能恢复的
irreconcilable	【irreconcilable】adj.不能和解的;不能相合的
irrecoverable	【irrecoverable】adj.不能原的
irredeemable	【irredeemable】adj.不能赎回的;不兑现的;无可弥补的
irreducible	【irreducible】adj.不能缩减的
irrefutable	【irrefutable】adj.不能辩驳的
irregular	【irregular】n.非正规军人;adj.不规则的;非正规的;不整齐的
irregularity	【irregularity】n.不规则;非正规;不平坦
irrelevant	【irrelevant】adj.不恰当的;不相干的
irreligious	【irreligious】adj.轻视宗教的;无宗教的
irremediable	【irremediable】adj.医不好的;不能挽回的
irremissible	【irremissible】adj.不能原谅的
irreparable	【irreparable】adj.不能弥补的
irreplaceable	【irreplaceable】n.无可替代的
irrepressible	【irrepressible】n.adj.压制不住的(人)
irreproachable	【irreproachable】adj.无可非议的
irresistible	【irresistible】adj.不能抵抗的
irresolute	【irresolute】adj.无决断力的;犹豫不决的
irrespective	【irrespective】adj.不顾;不拘
irresponsible	【irresponsible】adj.无责任的;不负责任的;不能信任的
irretrievable	【irretrievable】adj.不能挽救的
irreverent	【irreverent】adj.不敬的
irreversible	【irreversible】adj.不能翻转的;不能倒退的;不能改变的
irrevocable	【irrevocable】adj.不能改变的
irrigate	【irrigate】vt.灌溉
irrigation	【irrigation】n.灌溉;[外]注洗
irritable	【irritable】adj.易怒的;急躁的;易受刺激的
irritant	【irritant】n.刺激物;adj.刺激性的;使无效的
irritate	【irritate】vt.激怒;[医]刺激;发炎;[法]取消;废弃
irritation	【irritation】n.刺激;激怒
irruption	【irruption】n.突入;侵入
is	【is】v.aux.{be&nbsp的第三身单数}
islam	【Islam】n.伊斯兰教;回教
island	【island】n.岛
isle	【isle】n.[诗]岛
ism	【-ism】典型的行动;状态;作用
isnt	【isn't】[略]=is&nbspnot
isobar	【isobar】n.等(气)压线;同量异位素
isolate	【isolate】vt.孤立;隔离;[电]绝缘
isolation	【isolation】n.孤立;隔离;[化]游离
isosceles	【isosceles】adj.[数]等腰的
isotherm	【isotherm】n.等温线
isotope	【isotope】n.[化]同位素
israel	【Israel】n.(作复数用)以色列人
israelite	【Israelite】n.以色列人
issuance	【issuance】n.发行;颁布
issue	【issue】n.出口;结局;问题;发行;流出;v.流出;发出;颁布
issueless	【issueless】adj.无子的;无结果的
isthmus	【isthmus】n.地峡
it	【it】pro.它;她;这
italian	【Italian】n.adj.意大利人(的)
italic	【italic】n.pl.斜体字;adj.[印]斜体的
italicize	【italicize】vt.排斜体
itch	【itch】n.痒;[医]疥癣;渴望;v.发痒;渴望
itching	【itching】adj.痒的;渴望着的
ite	【-ite】与…有关系者;自…来的人
item	【item】n.条款;项目
itemize	【itemize】vt.分项;列举
iterate	【iterate】vt.反覆;重覆
iteration	【iteration】n.重覆
itinerant	【itinerant】n.巡回者;行商;adj.巡回;巡游
itinerary	【itinerary】n.旅行指南;路线;旅行日记
itis	【-itis】炎症
its	【its】pro.它的
itself	【itself】pro.它自己;它本身
ity	【-ity】状态;特性
ium	【-ium】拉丁语中性形容词;金属元素名称
ive	【-ive】有…倾向的;有…性质的
ivory	【ivory】n.象牙;象牙色;pl.象牙雕刻物
ivy	【ivy】n.[植]常春藤
ize	【-ize】使变成;以…处理
jab	【jab】n.猛刺;vt.捣;刺;戳
jabber	【jabber】n.快急不门的话;v.急急迸迸地说;吱吱喳喳地叫
jack	【jack】n.(J-)John的昵称;家伙;水手;起重机;vt.用(起重机)起
jackal	【jackal】n.豺类;[喻]爪牙;走狗
jackdaw	【jackdaw】n.[动]穴鸟
jacket	【jacket】n.短上衣;包书纸;(汽机)蒸汽套
jack/flag	【jack&nbspflag】n.舰首旗
jackjaw	【jackjaw】n.[鸟]穴鸟
jackknife	【jackknife】n.大摺刀
jack/leg	【jack&nbspleg】n.[美俚]工贼
jack/of/all/trades	【jack&nbspof&nbspall&nbsptrades】n.万能先生
jack/of/straw	【jack&nbspof&nbspstraw】n.(吓鸟用的)稻草人
jack/o/lantern	【jack&nbspo&nbsplantern】n.鬼火;[美]南瓜灯
jack/pudding	【jack&nbsppudding】n.丑角
jackscrew	【jackscrew】n.螺旋起重器
jack/the/slipper	【jack&nbspthe&nbspslipper】n.走马灯
jade	【jade】n.玉;翡翠;瘦马;[蔑]女人
jaded	【jaded】adj.疲倦不堪的
jag	【jag】n.锯齿状缺口
jagged	【jagged】adj.锯齿状的;有缺口的
jaggy	【jaggy】=jagged
jail	【jail】n.监狱;vt.下狱
jam	【jam】n.果酱;拥挤;苦境;[无]妨害;v.塞进;[无]妨害;[美俚]即兴演奏
jamb	【jamb】n.侧柱;门方
jamboree	【jamboree】n.[美俚]喧酒宴;童子军大会
jangle	【jangle】n.刺耳声;争吵
janitor	【janitor】n.看门人;[美]管理人
january	【January】n.一月
janus	【Janus】n.[罗神]守护门户的两面神
japan	【Japan】n.日本
japanese	【Japanese】n.adj.日本(人，语)(的)
japanimal	【Japanimal】[d??p??nim?l]n.日本禽兽
jar	【jar】n.瓮;瓶;杂音;震动;争吵;倾轧;v.发刺耳声音;刺激;震动;冲突
jargon	【jargon】n.梦话;行话;隐语
jasmin	【jasmin】(=-e)n[植]茉莉;素馨
jasper	【jasper】n.碧玉
jaundice	【jaundice】n.黄疸病;[喻]偏
jaundiced	【jaundiced】adj.害黄疸病的;有偏见的
jaunt	【jaunt】n.vi.郊游
jaunty	【jaunty】adj.快活的;高兴的
javelin	【javelin】n.标枪
jaw	【jaw】n.颚;pl.嘴;(进入山谷，海峡的)狭道;钳口;[俗]废话;v.[俗]唠叨;说废话
jawsmith	【jaw-smith】n.[美俗]会说话的人
jay	【jay】n.鸟;刺刺不休的傻瓜;[美俗]乡下佬
jaywalker	【jaywalker】n.乱过马路的人
jazz	【jazz】n.爵士乐(舞);喧哗;放荡;adj.大嚷大叫的;俗艳的;v.放爵士乐;跳爵士舞
jealous	【jealous】adj.妒忌的;多疑善忌的
jealousy	【jealousy】n.妒忌
jeep	【jeep】n.[美]吉普车
jeer	【jeer】n.嘲笑;[海]桁索;v.嘲弄取笑
jejune	【jejune】adj.乾燥无味的
jelly	【jelly】n.果子冻;胶状物;肉冻
jellyfish	【jellyfish】n.[动]水母
jelly/graph	【jelly&nbspgraph】n.胶版;v.凝结;变成胶质
jenny	【jenny】n.纺纱机;移动起重机
jeopardize	【jeopardize】vt.使受危害;危及
jeopardy	【jeopardy】n.危难;[美]审理
jerk	【jerk】n.急牵;急撞;急跳;乾肉片;肌肉的痉挛;v.急拉;急撞;切薄片
jerky	【jerky】adj.急动的;痉挛性的
jerry	【jerry】adj.草率了事的;偷工减料的
jerry/builder	【jerry&nbspbuilder】n.偷工减料的营造商
jersey	【jersey】n.毛线运动衫;女卫生衫
jest	【jest】n.笑话;俏皮话;vi.取笑;讲笑话
jester	【jester】n.滑稽家;小丑
jet	【jet】n.喷射;喷出口;煤玉;煤精;v.射出;喷出
